Previous_Location,Locations (city/country),Budget (USD),Weather_condition,Month,Distance (km),Gender,Accommodation,Languages,Travel_Companions
"Mexico City, Mexico","Budapest, Hungary",800-1500 USD,Cold,January,10361.53,Male,Hotel,['Hungarian'],Family
"Istanbul, Turkey","Paris, France",1500-3000 USD,Cloudy,December,2255.6,Male,Hotel,['French'],Couple
"Budapest, Hungary","New York, USA",1500-3000 USD,Snowy,February,7007.56,Male,Hotel,"['English', 'Spanish']",Friends
"Cairo, Egypt","Vienna, Austria",1500-3000 USD,Cold,January,2382.8,Female,Airbnb,['German'],Solo
"Bangkok, Thailand","Nairobi, Kenya",800-1500 USD,Humid,March,7209.87,Female,GuestHouse,"['Swahili', 'English']",Couple
"Toronto, Canada","Tokyo, Japan",1500-3000 USD,Rainy,September,10353.22,Male,GuestHouse,['Japanese'],Solo
"Mexico City, Mexico","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,9216.7,Female,GuestHouse,"['Dutch', 'English']",Solo
"Budapest, Hungary","Cairo, Egypt",500-800 USD,Sunny,November,2203.89,Female,GuestHouse,"['Arabic', 'English']",Friends
"Berlin, Germany","Los Angeles, USA",1500-3000 USD,Sunny,August,9309.68,Female,Hotel,"['English', 'Spanish']",Friends
"Lisbon, Portugal","Barcelona, Spain",1500-3000 USD,Cloudy,April,1006.48,Female,Hotel,"['Spanish', 'Catalan']",Couple
"Istanbul, Turkey","Cape Town, South Africa",800-1500 USD,Sunny,January,8401.97,Female,GuestHouse,"['English', 'Afrikaans', 'Xhosa']",Solo
"Toronto, Canada","Rio de Janeiro, Brazil",500-800 USD,Rainy,March,8270.12,Male,Airbnb,['Portuguese'],Couple
Singapore,"Nairobi, Kenya",800-1500 USD,Rainy,April,7455.45,Male,GuestHouse,"['Swahili', 'English']",Friends
"Bangkok, Thailand","Mexico City, Mexico",800-1500 USD,Sunny,April,15744.33,Female,GuestHouse,['Spanish'],Couple
"Bangkok, Thailand","Barcelona, Spain",1500-3000 USD,Sunny,July,9678.33,Female,Airbnb,"['Spanish', 'Catalan']",Couple
"Santiago, Chile","Istanbul, Turkey",800-1500 USD,Cold,January,13104.58,Male,GuestHouse,['Turkish'],Family
"Rome, Italy","Dubai, UAE",1500-3000 USD,Hot,August,4317.89,Female,Airbnb,"['Arabic', 'English']",Family
"Budapest, Hungary","Santiago, Chile",800-1500 USD,Cold,July,12653.74,Male,GuestHouse,['Spanish'],Friends
"Seoul, South Korea","Amsterdam, Netherlands",1500-3000 USD,Rainy,November,8556.25,Male,Hotel,"['Dutch', 'English']",Friends
"Cape Town, South Africa","Moscow, Russia",800-1500 USD,Rainy,September,10137.4,Female,Airbnb,['Russian'],Colleagues
"Lisbon, Portugal","Berlin, Germany",1500-3000 USD,Sunny,July,2312.12,Female,GuestHouse,"['German', 'English']",Friends
"Cape Town, South Africa","Paris, France",1500-3000 USD,Cloudy,November,9341.74,Male,Hotel,['French'],Solo
"Tokyo, Japan","Bangkok, Thailand",500-800 USD,Humid,June,4598.95,Male,Airbnb,"['Thai', 'English']",Solo
"Amsterdam, Netherlands","Paris, France",1500-3000 USD,Cloudy,November,429.86,Male,GuestHouse,['French'],Family
"Barcelona, Spain","Rio de Janeiro, Brazil",500-800 USD,Sunny,November,8539.44,Male,Hotel,['Portuguese'],Friends
"Mexico City, Mexico","Paris, France",1500-3000 USD,Rainy,March,9196.25,Male,GuestHouse,['French'],Friends
Singapore,"Buenos Aires, Argentina",800-1500 USD,Rainy,March,15882.39,Female,GuestHouse,['Spanish'],Couple
"Dubai, UAE","Berlin, Germany",1500-3000 USD,Sunny,June,4619.52,Female,GuestHouse,"['German', 'English']",Friends
"Nairobi, Kenya","Paris, France",1500-3000 USD,Rainy,May,6483.09,Male,GuestHouse,['French'],Family
"Rome, Italy","Vienna, Austria",1500-3000 USD,Rainy,April,764.17,Female,GuestHouse,['German'],Couple
"Bangkok, Thailand","Los Angeles, USA",1500-3000 USD,Cloudy,April,13303.07,Male,GuestHouse,"['English', 'Spanish']",Couple
"Los Angeles, USA","Lisbon, Portugal",800-1500 USD,Rainy,October,9120.96,Female,Airbnb,['Portuguese'],Friends
"Seoul, South Korea","Vienna, Austria",1500-3000 USD,Sunny,July,8274.57,Female,Hotel,['German'],Friends
"London, UK","Rome, Italy",1500-3000 USD,Rainy,December,1433.78,Male,GuestHouse,['Italian'],Couple
"Moscow, Russia","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,8126.61,Male,GuestHouse,"['Malay', 'English']",Couple
"Toronto, Canada","Paris, France",1500-3000 USD,Sunny,August,5998.56,Female,Airbnb,['French'],Family
"Toronto, Canada","Vienna, Austria",1500-3000 USD,Rainy,April,6914.97,Female,Hotel,['German'],Couple
"Berlin, Germany","Moscow, Russia",800-1500 USD,Cold,January,1608.83,Male,GuestHouse,['Russian'],Couple
"New York, USA","Buenos Aires, Argentina",800-1500 USD,Sunny,December,8526.19,Female,Airbnb,['Spanish'],Friends
"Tokyo, Japan","Nairobi, Kenya",800-1500 USD,Rainy,April,11247.99,Female,Airbnb,"['Swahili', 'English']",Solo
"Toronto, Canada","Seoul, South Korea",1500-3000 USD,Cold,February,10602.22,Male,Airbnb,['Korean'],Friends
"Paris, France","Moscow, Russia",800-1500 USD,Rainy,September,2486.25,Female,GuestHouse,['Russian'],Colleagues
"Moscow, Russia","Kuala Lumpur, Malaysia",800-1500 USD,Humid,July,8126.61,Male,Airbnb,"['Malay', 'English']",Solo
"Kuala Lumpur, Malaysia","New York, USA",1500-3000 USD,Snowy,January,15119.36,Male,GuestHouse,"['English', 'Spanish']",Family
"Santiago, Chile","Lisbon, Portugal",800-1500 USD,Cloudy,February,10227.26,Male,Hotel,['Portuguese'],Couple
"Sydney, Australia","Kuala Lumpur, Malaysia",800-1500 USD,Sunny,March,6615.09,Male,Hotel,"['Malay', 'English']",Couple
"Santiago, Chile","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,16552.47,Male,GuestHouse,"['Malay', 'English']",Friends
"New York, USA","Cairo, Egypt",500-800 USD,Windy,April,9021.99,Male,Airbnb,"['Arabic', 'English']",Friends
"Dubai, UAE","Tokyo, Japan",1500-3000 USD,Rainy,June,7923.64,Male,Hotel,['Japanese'],Friends
"Berlin, Germany","Cape Town, South Africa",800-1500 USD,Sunny,January,9624.59,Male,Airbnb,"['English', 'Afrikaans', 'Xhosa']",Couple
"Dubai, UAE",Singapore,1500-3000 USD,Rainy,December,5837.37,Male,GuestHouse,"['English', 'Mandarin']",Colleagues
"Kuala Lumpur, Malaysia","Rome, Italy",1500-3000 USD,Rainy,November,9707.54,Male,GuestHouse,['Italian'],Family
"Cape Town, South Africa","Rome, Italy",1500-3000 USD,Rainy,November,8453.34,Female,Hotel,['Italian'],Family
"Rio de Janeiro, Brazil",Singapore,1500-3000 USD,Rainy,November,15722.12,Female,Airbnb,"['English', 'Mandarin']",Colleagues
"Dubai, UAE","Barcelona, Spain",1500-3000 USD,Cloudy,April,5161.11,Male,Hotel,"['Spanish', 'Catalan']",Family
"Berlin, Germany","Tokyo, Japan",1500-3000 USD,Cloudy,November,8915.53,Female,GuestHouse,['Japanese'],Solo
"Kuala Lumpur, Malaysia","Toronto, Canada",1500-3000 USD,Snowy,January,14811.25,Male,GuestHouse,"['English', 'French']",Friends
"Moscow, Russia","Buenos Aires, Argentina",800-1500 USD,Rainy,February,13475.55,Male,GuestHouse,['Spanish'],Friends
"Mexico City, Mexico","Budapest, Hungary",800-1500 USD,Cold,January,10361.53,Male,Airbnb,['Hungarian'],Family
"Rome, Italy","Mumbai, India",800-1500 USD,Sunny,February,6175.11,Male,GuestHouse,"['Hindi', 'English']",Friends
"Amsterdam, Netherlands","Sydney, Australia",1500-3000 USD,Rainy,March,16642.9,Female,GuestHouse,['English'],Friends
"Buenos Aires, Argentina","Mexico City, Mexico",800-1500 USD,Cold,January,7392.18,Female,Hotel,['Spanish'],Solo
"Toronto, Canada","Istanbul, Turkey",800-1500 USD,Rainy,November,8191.15,Female,Hotel,['Turkish'],Couple
"Cape Town, South Africa","Mumbai, India",800-1500 USD,Sunny,February,8242.55,Male,Airbnb,"['Hindi', 'English']",Friends
"Moscow, Russia","Budapest, Hungary",800-1500 USD,Rainy,April,1569.15,Female,Hotel,['Hungarian'],Family
"Seoul, South Korea","Los Angeles, USA",1500-3000 USD,Sunny,August,9585.8,Female,GuestHouse,"['English', 'Spanish']",Couple
"Dubai, UAE",Singapore,1500-3000 USD,Humid,April,5837.37,Female,Hotel,"['English', 'Mandarin']",Colleagues
"Toronto, Canada","Buenos Aires, Argentina",800-1500 USD,Cold,August,8957.1,Female,Hotel,['Spanish'],Friends
"Sydney, Australia","Budapest, Hungary",800-1500 USD,Rainy,May,15783.99,Female,Hotel,['Hungarian'],Friends
"Paris, France","Cape Town, South Africa",800-1500 USD,Sunny,December,9341.74,Female,Hotel,"['English', 'Afrikaans', 'Xhosa']",Family
"Rio de Janeiro, Brazil","London, UK",1500-3000 USD,Cloudy,November,9277.42,Female,GuestHouse,['English'],Family
"Paris, France","Moscow, Russia",800-1500 USD,Sunny,July,2486.25,Female,Airbnb,['Russian'],Couple
"Paris, France","Nairobi, Kenya",800-1500 USD,Sunny,December,6483.09,Male,Airbnb,"['Swahili', 'English']",Friends
"Los Angeles, USA","Santiago, Chile",800-1500 USD,Rainy,April,8998.38,Male,Hotel,['Spanish'],Couple
"Lisbon, Portugal","Cairo, Egypt",500-800 USD,Windy,April,3795.89,Male,GuestHouse,"['Arabic', 'English']",Friends
"Toronto, Canada","Budapest, Hungary",800-1500 USD,Rainy,May,7121.98,Male,GuestHouse,['Hungarian'],Family
"Rome, Italy","Seoul, South Korea",1500-3000 USD,Rainy,July,8966.28,Male,GuestHouse,['Korean'],Friends
"Amsterdam, Netherlands","Hanoi, Vietnam",500-800 USD,Sunny,March,8880.93,Female,GuestHouse,['Vietnamese'],Couple
"Bangkok, Thailand","Rome, Italy",1500-3000 USD,Sunny,July,8828.72,Female,GuestHouse,['Italian'],Family
"Cairo, Egypt","Sydney, Australia",1500-3000 USD,Sunny,February,14416.54,Male,Hotel,['English'],Family
"Rome, Italy","Barcelona, Spain",1500-3000 USD,Sunny,July,859.19,Male,Airbnb,"['Spanish', 'Catalan']",Family
"London, UK","Hanoi, Vietnam",500-800 USD,Humid,July,9235.44,Male,Airbnb,['Vietnamese'],Family
"Berlin, Germany","Istanbul, Turkey",800-1500 USD,Rainy,November,1737.87,Female,GuestHouse,['Turkish'],Friends
"Amsterdam, Netherlands","Santiago, Chile",800-1500 USD,Sunny,January,12012.87,Female,Hotel,['Spanish'],Couple
"Seoul, South Korea","Nairobi, Kenya",800-1500 USD,Rainy,April,10108.92,Female,Hotel,"['Swahili', 'English']",Couple
"Barcelona, Spain","Los Angeles, USA",1500-3000 USD,Sunny,August,9653.99,Male,Hotel,"['English', 'Spanish']",Solo
"Barcelona, Spain","London, UK",1500-3000 USD,Rainy,March,1139.12,Female,GuestHouse,['English'],Colleagues
"Barcelona, Spain","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,1238.47,Male,Airbnb,"['Dutch', 'English']",Friends
"Mexico City, Mexico","Tokyo, Japan",1500-3000 USD,Cloudy,November,11309.86,Male,Hotel,['Japanese'],Solo
"Santiago, Chile","Paris, France",1500-3000 USD,Cloudy,December,11648.82,Male,GuestHouse,['French'],Solo
"Los Angeles, USA","Amsterdam, Netherlands",1500-3000 USD,Rainy,November,8939.71,Male,Airbnb,"['Dutch', 'English']",Friends
"Rome, Italy","Buenos Aires, Argentina",800-1500 USD,Sunny,December,11151.54,Male,Airbnb,['Spanish'],Family
"Dubai, UAE","Santiago, Chile",800-1500 USD,Rainy,April,14758.23,Female,GuestHouse,['Spanish'],Family
"Vienna, Austria","Barcelona, Spain",1500-3000 USD,Rainy,December,1349.83,Female,Hotel,"['Spanish', 'Catalan']",Couple
"Moscow, Russia","Mexico City, Mexico",800-1500 USD,Sunny,April,10719.39,Male,Hotel,['Spanish'],Couple
"Buenos Aires, Argentina","Rio de Janeiro, Brazil",500-800 USD,Rainy,March,1967.77,Male,Airbnb,['Portuguese'],Couple
"Los Angeles, USA","Mumbai, India",800-1500 USD,Humid,July,13991.18,Female,Hotel,"['Hindi', 'English']",Couple
"Barcelona, Spain","New York, USA",1500-3000 USD,Sunny,June,6166.12,Male,GuestHouse,"['English', 'Spanish']",Couple
"Berlin, Germany","Mexico City, Mexico",800-1500 USD,Rainy,August,9726.67,Female,Hotel,['Spanish'],Couple
"Dubai, UAE","Santiago, Chile",800-1500 USD,Sunny,January,14758.23,Female,Hotel,['Spanish'],Friends
"Kuala Lumpur, Malaysia","Los Angeles, USA",1500-3000 USD,Sunny,August,14136.95,Male,Airbnb,"['English', 'Spanish']",Friends
"Dubai, UAE","Mumbai, India",800-1500 USD,Sunny,February,1935.02,Male,GuestHouse,"['Hindi', 'English']",Family
"Tokyo, Japan","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,9288.02,Male,Airbnb,"['Dutch', 'English']",Friends
"Tokyo, Japan","Cairo, Egypt",500-800 USD,Hot,July,9562.07,Female,Hotel,"['Arabic', 'English']",Friends
"Moscow, Russia","Istanbul, Turkey",800-1500 USD,Sunny,May,1756.39,Female,GuestHouse,['Turkish'],Couple
"Cairo, Egypt","Rio de Janeiro, Brazil",500-800 USD,Sunny,November,9883.71,Male,GuestHouse,['Portuguese'],Friends
"Rio de Janeiro, Brazil","Buenos Aires, Argentina",800-1500 USD,Cold,July,1967.77,Male,Airbnb,['Spanish'],Friends
"Buenos Aires, Argentina","Paris, France",1500-3000 USD,Cloudy,December,11050.12,Male,Airbnb,['French'],Family
"Lisbon, Portugal","Mexico City, Mexico",800-1500 USD,Rainy,July,8671.35,Female,GuestHouse,['Spanish'],Couple
"Bangkok, Thailand","Vienna, Austria",1500-3000 USD,Cold,January,8440.35,Male,GuestHouse,['German'],Friends
"Rome, Italy","Buenos Aires, Argentina",800-1500 USD,Sunny,December,11151.54,Female,Airbnb,['Spanish'],Couple
"Dubai, UAE","Moscow, Russia",800-1500 USD,Cold,January,3679.77,Female,Hotel,['Russian'],Colleagues
"Rio de Janeiro, Brazil","Sydney, Australia",1500-3000 USD,Sunny,February,13521.03,Male,Airbnb,['English'],Family
"Barcelona, Spain","Mexico City, Mexico",800-1500 USD,Rainy,July,9489.44,Male,GuestHouse,['Spanish'],Solo
"Moscow, Russia","Santiago, Chile",800-1500 USD,Rainy,April,14130.93,Female,GuestHouse,['Spanish'],Couple
"Vienna, Austria","London, UK",1500-3000 USD,Cloudy,November,1235.41,Male,GuestHouse,['English'],Couple
"Seoul, South Korea","Buenos Aires, Argentina",800-1500 USD,Sunny,January,19431.73,Female,Airbnb,['Spanish'],Friends
"Cairo, Egypt","Mexico City, Mexico",800-1500 USD,Rainy,July,12368.58,Male,GuestHouse,['Spanish'],Solo
"Sydney, Australia","Vienna, Austria",1500-3000 USD,Rainy,April,15975.72,Female,Airbnb,['German'],Solo
"Rio de Janeiro, Brazil","Santiago, Chile",800-1500 USD,Rainy,April,2927.08,Female,Hotel,['Spanish'],Family
"Bangkok, Thailand","Moscow, Russia",800-1500 USD,Rainy,August,7064.46,Female,GuestHouse,['Russian'],Couple
"Rio de Janeiro, Brazil","Lisbon, Portugal",800-1500 USD,Sunny,June,7715.32,Male,Hotel,['Portuguese'],Friends
"Moscow, Russia",Singapore,1500-3000 USD,Humid,April,8420.71,Female,Airbnb,"['English', 'Mandarin']",Couple
"Paris, France","Istanbul, Turkey",800-1500 USD,Rainy,November,2255.6,Male,Airbnb,['Turkish'],Couple
"Barcelona, Spain",Singapore,1500-3000 USD,Rainy,November,10875.52,Female,Hotel,"['English', 'Mandarin']",Couple
"Seoul, South Korea","Rome, Italy",1500-3000 USD,Rainy,November,8966.28,Male,GuestHouse,['Italian'],Couple
"Vienna, Austria","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,935.45,Female,Airbnb,"['Dutch', 'English']",Solo
"Cairo, Egypt","Toronto, Canada",1500-3000 USD,Sunny,August,9206.51,Male,GuestHouse,"['English', 'French']",Couple
"Hanoi, Vietnam","Mumbai, India",800-1500 USD,Sunny,February,3445.4,Male,Hotel,"['Hindi', 'English']",Couple
"Tokyo, Japan","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,9288.02,Male,Hotel,"['Dutch', 'English']",Solo
"Kuala Lumpur, Malaysia","Rio de Janeiro, Brazil",500-800 USD,Sunny,December,15641.12,Female,Airbnb,['Portuguese'],Couple
"Bangkok, Thailand","Rio de Janeiro, Brazil",500-800 USD,Rainy,March,16059.83,Female,Airbnb,['Portuguese'],Friends
"Budapest, Hungary","New York, USA",1500-3000 USD,Snowy,February,7007.56,Male,GuestHouse,"['English', 'Spanish']",Colleagues
"Bangkok, Thailand","Lisbon, Portugal",800-1500 USD,Rainy,November,10683.95,Female,GuestHouse,['Portuguese'],Couple
"Budapest, Hungary","Rio de Janeiro, Brazil",500-800 USD,Rainy,March,9987.41,Female,GuestHouse,['Portuguese'],Couple
"Bangkok, Thailand","Rio de Janeiro, Brazil",500-800 USD,Rainy,April,16059.83,Female,Hotel,['Portuguese'],Friends
"Bangkok, Thailand","Sydney, Australia",1500-3000 USD,Rainy,April,7536.41,Female,Airbnb,['English'],Couple
"Paris, France","Kuala Lumpur, Malaysia",800-1500 USD,Sunny,April,10424.01,Male,Hotel,"['Malay', 'English']",Couple
"Cairo, Egypt","New York, USA",1500-3000 USD,Snowy,January,9021.99,Male,GuestHouse,"['English', 'Spanish']",Family
"Buenos Aires, Argentina","Berlin, Germany",1500-3000 USD,Snowy,December,11909.52,Female,Airbnb,"['German', 'English']",Couple
"Moscow, Russia","Buenos Aires, Argentina",800-1500 USD,Cold,July,13475.55,Female,Airbnb,['Spanish'],Family
"Istanbul, Turkey","Nairobi, Kenya",800-1500 USD,Sunny,January,4769.31,Male,Airbnb,"['Swahili', 'English']",Couple
"Hanoi, Vietnam","Rome, Italy",1500-3000 USD,Snowy,January,8731.43,Male,Airbnb,['Italian'],Family
"New York, USA","Bangkok, Thailand",500-800 USD,Humid,June,13931.98,Male,Hotel,"['Thai', 'English']",Family
"Rome, Italy","Dubai, UAE",1500-3000 USD,Sunny,October,4317.89,Male,GuestHouse,"['Arabic', 'English']",Family
"Santiago, Chile","Seoul, South Korea",1500-3000 USD,Rainy,July,18356.28,Male,GuestHouse,['Korean'],Family
"London, UK","Rio de Janeiro, Brazil",500-800 USD,Sunny,November,9277.42,Female,Hotel,['Portuguese'],Solo
"Budapest, Hungary","Tokyo, Japan",1500-3000 USD,Sunny,July,9044.97,Female,Hotel,['Japanese'],Friends
"London, UK","Cape Town, South Africa",800-1500 USD,Rainy,June,9671.0,Male,Hotel,"['English', 'Afrikaans', 'Xhosa']",Family
"Rome, Italy","Dubai, UAE",1500-3000 USD,Hot,July,4317.89,Male,Airbnb,"['Arabic', 'English']",Colleagues
"Lisbon, Portugal","Sydney, Australia",1500-3000 USD,Sunny,January,18177.32,Male,Airbnb,['English'],Friends
"Nairobi, Kenya","Istanbul, Turkey",800-1500 USD,Rainy,December,4769.31,Male,GuestHouse,['Turkish'],Friends
"Bangkok, Thailand","Vienna, Austria",1500-3000 USD,Rainy,May,8440.35,Male,Airbnb,['German'],Couple
"Bangkok, Thailand","New York, USA",1500-3000 USD,Sunny,June,13931.98,Female,GuestHouse,"['English', 'Spanish']",Colleagues
"London, UK","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,10545.82,Male,Airbnb,"['Malay', 'English']",Friends
"Santiago, Chile","London, UK",1500-3000 USD,Cloudy,December,11672.78,Male,GuestHouse,['English'],Family
"Sydney, Australia","Tokyo, Japan",1500-3000 USD,Humid,August,7825.82,Female,GuestHouse,['Japanese'],Friends
"Hanoi, Vietnam","Cairo, Egypt",500-800 USD,Hot,July,7427.62,Female,Hotel,"['Arabic', 'English']",Family
"Bangkok, Thailand","Dubai, UAE",1500-3000 USD,Hot,August,4883.14,Male,Hotel,"['Arabic', 'English']",Colleagues
"Cairo, Egypt","Barcelona, Spain",1500-3000 USD,Sunny,July,2892.41,Male,Airbnb,"['Spanish', 'Catalan']",Family
"Kuala Lumpur, Malaysia","New York, USA",1500-3000 USD,Snowy,January,15119.36,Female,Airbnb,"['English', 'Spanish']",Couple
"Kuala Lumpur, Malaysia","New York, USA",1500-3000 USD,Sunny,June,15119.36,Male,Hotel,"['English', 'Spanish']",Colleagues
"Seoul, South Korea","Bangkok, Thailand",500-800 USD,Humid,June,3722.1,Female,GuestHouse,"['Thai', 'English']",Family
"Santiago, Chile","Sydney, Australia",1500-3000 USD,Sunny,February,11346.72,Female,GuestHouse,['English'],Friends
"Barcelona, Spain","Buenos Aires, Argentina",800-1500 USD,Sunny,December,10465.77,Male,Airbnb,['Spanish'],Family
"Buenos Aires, Argentina","Dubai, UAE",1500-3000 USD,Hot,July,13652.34,Male,GuestHouse,"['Arabic', 'English']",Colleagues
"Kuala Lumpur, Malaysia","Amsterdam, Netherlands",1500-3000 USD,Rainy,December,10190.04,Female,GuestHouse,"['Dutch', 'English']",Couple
Singapore,"Istanbul, Turkey",800-1500 USD,Cold,January,8641.65,Female,GuestHouse,['Turkish'],Family
"Santiago, Chile","Bangkok, Thailand",500-800 USD,Sunny,November,17650.5,Female,GuestHouse,"['Thai', 'English']",Family
"Rome, Italy","Moscow, Russia",800-1500 USD,Rainy,August,2375.33,Male,Hotel,['Russian'],Couple
"Kuala Lumpur, Malaysia","Seoul, South Korea",1500-3000 USD,Cold,January,4614.35,Female,Airbnb,['Korean'],Friends
"Hanoi, Vietnam","Amsterdam, Netherlands",1500-3000 USD,Sunny,June,8880.93,Male,GuestHouse,"['Dutch', 'English']",Friends
"Paris, France","Cairo, Egypt",500-800 USD,Hot,August,3210.01,Female,GuestHouse,"['Arabic', 'English']",Family
"Budapest, Hungary","Rome, Italy",1500-3000 USD,Sunny,June,808.44,Male,GuestHouse,['Italian'],Family
"Nairobi, Kenya","Rio de Janeiro, Brazil",500-800 USD,Rainy,April,8926.89,Female,Airbnb,['Portuguese'],Couple
"New York, USA","Cairo, Egypt",500-800 USD,Hot,July,9021.99,Male,GuestHouse,"['Arabic', 'English']",Couple
"Rome, Italy","Dubai, UAE",1500-3000 USD,Rainy,December,4317.89,Female,Hotel,"['Arabic', 'English']",Family
"Buenos Aires, Argentina","Mumbai, India",800-1500 USD,Sunny,February,14935.13,Male,Hotel,"['Hindi', 'English']",Family
"Dubai, UAE","Tokyo, Japan",1500-3000 USD,Sunny,June,7923.64,Male,GuestHouse,['Japanese'],Solo
"Berlin, Germany","Barcelona, Spain",1500-3000 USD,Sunny,August,1499.45,Male,GuestHouse,"['Spanish', 'Catalan']",Family
"Moscow, Russia","Hanoi, Vietnam",500-800 USD,Humid,July,6734.98,Female,Airbnb,['Vietnamese'],Couple
